#        1          2            3       4       5         6         7         8          9        10
#       RA         Dec        E(V-I)  -sigma  +sigma    (V-I)_RC  (V-I)_0  E(V-I)peak E(V-I)_SFD   box
#      [hr]       [deg]       median  [-34%]  [+34%]     median    [mag]      mode      [mag]    [arcmin]
    4.894576   -69.342171     0.162    0.056   0.079      1.044    0.883     0.160      1.402      3.4
    5.062642   -68.414642     0.118    0.055   0.070      1.002    0.884     0.109      0.642      3.4
    5.336521   -70.380737     0.123    0.063   0.071      1.010    0.887     0.126      0.361      3.4
    5.421193   -69.119019     0.142    0.058   0.068      1.030    0.888     0.144      1.220      3.4
    1.077366   -72.245705     0.070    0.046   0.063      0.937    0.867     0.067      0.297      3.4
    5.470434   -69.563461     0.067    0.068   0.059      0.956    0.889     0.077      0.359      3.4
    5.753167   -68.879967     0.219    0.072   0.072      1.105    0.886     0.234      1.261      3.4
    4.963708   -69.467857     0.151    0.051   0.058      1.035    0.884     0.158      0.664      3.4
    5.685180   -69.468094     0.220    0.093   0.108      1.107    0.887     0.215      1.789      3.4
    5.567664   -68.816307     0.169    0.072   0.082      1.057    0.888     0.178      1.289      3.4
    5.710985   -71.445236     0.151    0.059   0.051      1.036    0.885     0.162      0.443      3.4
    5.497206   -71.781509     0.102    0.042   0.058      0.986    0.885     0.116      0.212      3.4
    0.664401   -72.856018     0.069    0.062   0.046      0.936    0.867     0.083      0.099      3.4
    0.768118   -72.626373     0.043    0.041   0.041      0.914    0.871     0.042      0.141      3.4
    5.682126   -70.472954     0.155    0.064   0.078      1.041    0.886     0.145      1.333      3.4
    4.825466   -67.551201     0.079    0.041   0.045      0.960    0.881     0.077      0.184      3.4
    5.197432   -66.901947     0.117    0.039   0.049      1.000    0.883     0.118      0.388      3.4
    5.076376   -68.916176     0.101    0.063   0.061      0.986    0.885     0.106      0.712      3.4
    4.957534   -68.235268     0.138    0.065   0.074      1.021    0.883     0.129      0.480      3.4
    4.863718   -68.173836     0.141    0.109   0.133      1.023    0.882     0.106      0.388      3.4
    5.598992   -67.425514     0.153    0.065   0.065      1.038    0.885     0.175      0.904      3.4
    5.502037   -70.499237     0.077    0.048   0.046      0.965    0.887     0.083      0.203      3.4
    0.750623   -72.923584     0.031    0.045   0.041      0.903    0.872     0.037      0.220      3.4
    5.730151   -68.342987     0.178    0.073   0.100      1.063    0.886     0.163      0.615      3.4
    5.728176   -68.936943     0.246    0.117   0.115      1.132    0.886     0.230      1.950      3.4
    5.554379   -70.541183     0.072    0.045   0.042      0.959    0.887     0.078      0.230      3.4
    5.415814   -68.838997     0.138    0.059   0.061      1.026    0.888     0.146      0.811      3.4
    4.931790   -68.265160     0.141    0.059   0.069      1.023    0.883     0.146      0.502      3.4
    5.542368   -71.148849     0.103    0.064   0.079      0.989    0.886     0.098      1.012      3.4
    5.208070   -69.755424     0.093    0.050   0.058      0.979    0.886     0.102      0.472      3.4
    5.176155   -69.103424     0.120    0.072   0.099      1.006    0.886     0.113      1.553      3.4
    5.024886   -70.110344     0.096    0.041   0.046      0.981    0.884     0.092      0.211      3.4
    5.217492   -69.473808     0.139    0.067   0.082      1.026    0.886     0.141      1.398      3.4
    5.445334   -70.301819     0.092    0.053   0.055      0.980    0.888     0.095      0.387      3.4
    5.429980   -69.257111     0.074    0.044   0.051      0.963    0.889     0.075      1.054      3.4
    5.503485   -69.794144     0.089    0.068   0.070      0.977    0.889     0.095      0.615      3.4
    5.468174   -70.998154     0.107    0.057   0.060      0.994    0.886     0.109      0.674      3.4
    5.503554   -72.432091     0.094    0.036   0.028      0.977    0.883     0.103      0.110      3.4
    4.947003   -71.000473     0.108    0.058   0.055      0.991    0.883     0.116      0.218      3.4
    5.377935   -68.299034     0.114    0.067   0.084      1.000    0.887     0.125      1.017      3.4
    5.147011   -69.307098     0.112    0.067   0.077      0.998    0.886     0.119      0.914      3.4
    4.958862   -68.107422     0.146    0.059   0.068      1.029    0.883     0.153      0.375      3.4
    5.391312   -69.012383     0.218    0.097   0.119      1.106    0.888     0.222      1.552      3.4
    5.761625   -70.445892     0.190    0.069   0.077      1.076    0.886     0.190      0.730      3.4
    1.069444   -72.357887     0.104    0.060   0.059      0.972    0.868     0.110      0.217      3.4
    5.528690   -69.514404     0.077    0.057   0.052      0.966    0.889     0.086      0.391      3.4
    5.419198   -70.245865     0.088    0.049   0.045      0.975    0.888     0.093      0.282      3.4
    5.668155   -69.903069     0.278    0.140   0.195      1.165    0.887     0.226      2.944      3.4
    0.995721   -73.608429     0.043    0.043   0.036      0.907    0.864     0.046      0.085      3.4
    5.084662   -68.674141     0.087    0.049   0.045      0.971    0.885     0.089      0.303      3.4
    5.141280   -71.262978     0.123    0.050   0.065      1.007    0.884     0.127      0.268      3.4
    1.118313   -72.324547     0.060    0.055   0.038      0.925    0.866     0.066      0.166      3.4
    5.636575   -68.341431     0.077    0.055   0.053      0.964    0.886     0.079      0.339      3.4
    4.940040   -70.921600     0.102    0.062   0.054      0.985    0.883     0.123      0.223      3.4
    5.250499   -69.868172     0.099    0.060   0.057      0.986    0.887     0.103      0.359      3.4
    5.211517   -68.527496     0.128    0.059   0.067      1.014    0.886     0.133      0.576      3.4
    5.815002   -70.573723     0.125    0.056   0.072      1.011    0.885     0.118      0.391      3.4
    5.593688   -70.689133     0.136    0.071   0.090      1.022    0.887     0.138      0.615      3.4
    4.885984   -68.401741     0.109    0.053   0.068      0.991    0.882     0.102      0.377      3.4
    5.312319   -70.576660     0.086    0.051   0.045      0.973    0.886     0.094      0.283      3.4
    5.063071   -67.940804     0.121    0.051   0.056      1.005    0.884     0.124      0.454      3.4
    5.839631   -71.225868     0.170    0.054   0.054      1.054    0.884     0.176      0.178      3.4
    5.332918   -71.531830     0.107    0.050   0.050      0.992    0.885     0.118      0.178      3.4
    4.960126   -71.004097     0.107    0.055   0.062      0.990    0.883     0.112      0.217      3.4
    0.941180   -73.081535     0.039    0.060   0.062      0.911    0.872     0.039      0.201      3.4
    5.302326   -71.025505     0.082    0.047   0.048      0.967    0.886     0.087      0.163      3.4
    5.345817   -71.171570     0.096    0.051   0.054      0.982    0.886     0.102      0.213      3.4
    4.977175   -69.843140     0.129    0.045   0.036      1.013    0.884     0.132      0.178      3.4
    0.980427   -72.613503     0.132    0.059   0.056      1.004    0.872     0.142      0.441      3.4
    5.551832   -70.952492     0.111    0.053   0.050      0.997    0.886     0.113      0.423      3.4
    4.819952   -68.731659     0.149    0.051   0.069      1.031    0.882     0.125      0.377      3.4
    1.121925   -73.400627     0.060    0.055   0.054      0.921    0.861     0.063      0.091      3.4
    4.928569   -69.546684     0.130    0.054   0.063      1.013    0.883     0.134      0.463      3.4
    5.878581   -70.521736     0.087    0.075   0.069      0.971    0.885     0.102      0.148      3.4
    5.373611   -72.277863     0.092    0.036   0.042      0.975    0.883     0.092      0.116      3.4
    5.166015   -69.768250     0.100    0.056   0.050      0.986    0.886     0.108      0.337      3.4
    0.836422   -73.433258     0.045    0.084   0.071      0.915    0.870     0.055      0.527      3.4
    5.123863   -70.763412     0.110    0.043   0.045      0.995    0.885     0.109      0.382      3.4
    5.475115   -71.776482     0.124    0.054   0.056      1.009    0.885     0.121      0.273      3.4
    4.933492   -69.753426     0.098    0.048   0.051      0.982    0.883     0.107      0.207      3.4
    5.063150   -69.579704     0.092    0.038   0.038      0.977    0.885     0.099      0.223      3.4
    0.642829   -73.577454     0.021    0.046   0.035      0.886    0.866     0.031      0.072      3.4
    5.667948   -70.211655     0.298    0.136   0.171      1.185    0.887     0.267      2.031      3.4
    5.728999   -71.317993     0.193    0.072   0.080      1.078    0.885     0.202      0.400      3.4
    4.908230   -71.142365     0.137    0.061   0.088      1.020    0.882     0.142      0.205      3.4
    4.867291   -69.215759     0.189    0.055   0.072      1.072    0.883     0.175      1.507      3.4
    5.463442   -70.679779     0.070    0.045   0.039      0.957    0.887     0.079      0.351      3.4
    5.127130   -67.833969     0.076    0.043   0.049      0.960    0.884     0.078      0.242      3.4
    5.086797   -69.775002     0.110    0.053   0.050      0.995    0.885     0.117      0.283      3.4
    5.400975   -70.890511     0.086    0.050   0.061      0.972    0.886     0.085      0.211      3.4
    4.950629   -70.681267     0.093    0.050   0.050      0.976    0.883     0.101      0.127      3.4
    5.609791   -71.181358     0.156    0.048   0.044      1.042    0.886     0.164      0.389      3.4
    4.852534   -70.018410     0.126    0.041   0.057      1.009    0.882     0.133      0.160      3.4
    4.965993   -67.404091     0.096    0.044   0.046      0.978    0.882     0.097      0.218      3.4
    5.227472   -70.636658     0.084    0.054   0.050      0.970    0.886     0.090      0.269      3.4
    5.010924   -67.352829     0.060    0.030   0.042      0.943    0.882     0.058      0.183      3.4
    5.873165   -70.293564     0.131    0.044   0.035      1.015    0.885     0.140      0.169      3.4
    5.544154   -71.378723     0.121    0.056   0.052      1.007    0.885     0.131      0.279      3.4
    4.997571   -68.951660     0.101    0.061   0.077      0.984    0.884     0.091      0.574      3.4
    1.070505   -72.998650     0.064    0.048   0.038      0.931    0.866     0.074      0.155      3.4
    5.613112   -68.458061     0.107    0.049   0.046      0.993    0.887     0.119      0.373      3.4
    5.538223   -68.612534     0.295    0.154   0.219      1.183    0.887     0.283      1.984      3.4
    5.814244   -69.490051     0.238    0.088   0.085      1.124    0.886     0.252      0.792      3.4
    5.129928   -68.461494     0.124    0.073   0.098      1.009    0.885     0.111      1.037      3.4
    5.135814   -71.339371     0.119    0.060   0.062      1.003    0.884     0.136      0.226      3.4
    5.269233   -70.173241     0.100    0.049   0.047      0.987    0.887     0.109      0.342      3.4
    5.195098   -67.900734     0.125    0.065   0.071      1.010    0.885     0.126      0.480      3.4
    1.009715   -72.358032     0.053    0.045   0.048      0.923    0.870     0.053      0.320      3.4
    5.471142   -69.793709     0.058    0.077   0.078      0.947    0.889     0.067      0.330      3.4
    5.675745   -70.631088     0.374    0.137   0.156      1.260    0.886     0.368      1.192      3.4
    0.978766   -71.894119     0.079    0.055   0.061      0.945    0.866     0.076      0.292      3.4
    5.706337   -70.702118     0.231    0.091   0.095      1.117    0.886     0.234      0.670      3.4
    5.404090   -67.625832     0.083    0.040   0.032      0.968    0.885     0.087      0.421      3.4
    4.720378   -70.763176     0.228    0.049   0.052      1.108    0.881     0.237      0.249      3.4
    5.330403   -68.476021     0.129    0.083   0.102      1.015    0.887     0.134      0.798      3.4
    5.581541   -72.349190     0.109    0.067   0.059      0.993    0.883     0.116      0.157      3.4
    5.074667   -71.257072     0.110    0.046   0.042      0.994    0.884     0.115      0.150      3.4
    5.351012   -67.076073     0.127    0.047   0.056      1.012    0.884     0.124      0.366      3.4
    5.165575   -67.887520     0.114    0.064   0.086      0.998    0.884     0.107      0.541      3.4
    1.067825   -73.663589     0.063    0.028   0.023      0.923    0.861     0.067      0.069      3.4
    5.261673   -68.127617     0.144    0.084   0.126      1.029    0.886     0.101      0.601      3.4
    5.434176   -68.782013     0.221    0.119   0.165      1.109    0.888     0.193      2.572      3.4
